"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2019 January","Olive oil","Base Dec 2023=100","77.5"
"Consumer Price Index","2019 January","Other edible oils","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 January","Fruit","Base Dec 2023=100","89.1"
"Consumer Price Index","2019 January","Fresh or chilled fruit","Base Dec 2023=100","88.6"
"Consumer Price Index","2019 January","Dried fruit and nuts","Base Dec 2023=100","93.8"
"Consumer Price Index","2019 January","Preserved fruit and fruit-based products","Base Dec 2023=100","76.4"
"Consumer Price Index","2019 January","Vegetables","Base Dec 2023=100","89"
"Consumer Price Index","2019 January","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.5"
"Consumer Price Index","2019 January","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","87.3"
"Consumer Price Index","2019 January","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88.2"
"Consumer Price Index","2019 January","Potatoes","Base Dec 2023=100","94.3"
"Consumer Price Index","2019 January","Crisps","Base Dec 2023=100","83.8"
"Consumer Price Index","2019 January","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","92.6"
"Consumer Price Index","2019 January","Sugar","Base Dec 2023=100","64.7"
"Consumer Price Index","2019 January","Jams, marmalades and honey","Base Dec 2023=100","100.4"
"Consumer Price Index","2019 January","Chocolate","Base Dec 2023=100","97.2"
"Consumer Price Index","2019 January","Confectionery products","Base Dec 2023=100","83.5"
"Consumer Price Index","2019 January","Edible ices and ice cream","Base Dec 2023=100","96.2"
"Consumer Price Index","2019 January","Artifical sugar substitutes","Base Dec 2023=100","90.9"
"Consumer Price Index","2019 January","Food products n.e.c.","Base Dec 2023=100","82.3"
"Consumer Price Index","2019 January","Sauces and condiments","Base Dec 2023=100","84"
"Consumer Price Index","2019 January","Salt, spices and culinary herbs","Base Dec 2023=100","86.4"
"Consumer Price Index","2019 January","Baby food","Base Dec 2023=100","79.6"
"Consumer Price Index","2019 January","Ready-made meals","Base Dec 2023=100","83"
"Consumer Price Index","2019 January","Other food products n.e.c.","Base Dec 2023=100","77.8"
"Consumer Price Index","2019 January","Non-alcoholic beverages","Base Dec 2023=100","85"
"Consumer Price Index","2019 January","Coffee, tea and cocoa","Base Dec 2023=100","89.6"
"Consumer Price Index","2019 January","Coffee","Base Dec 2023=100","87.4"
"Consumer Price Index","2019 January","Tea","Base Dec 2023=100","91.8"
"Consumer Price Index","2019 January","Cocoa and powdered chocolate","Base Dec 2023=100","94.3"
"Consumer Price Index","2019 January","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","83"
"Consumer Price Index","2019 January","Mineral or spring waters","Base Dec 2023=100","90.8"
"Consumer Price Index","2019 January","Soft drinks","Base Dec 2023=100","79.7"
"Consumer Price Index","2019 January","Fruit and vegetable juices","Base Dec 2023=100","82.2"
"Consumer Price Index","2019 February","All items","Base Dec 2023=100","83.6"
"Consumer Price Index","2019 February","Food and non-alcoholic beverages","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 February","Food","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 February","Bread and cereals","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 February","Rice","Base Dec 2023=100","87.1"
"Consumer Price Index","2019 February","Flours and other cereals","Base Dec 2023=100","85.3"
"Consumer Price Index","2019 February","Bread","Base Dec 2023=100","79"
"Consumer Price Index","2019 February","Other bakery products","Base Dec 2023=100","83.2"
"Consumer Price Index","2019 February","Pizza and quiche","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 February","Pasta products and couscous","Base Dec 2023=100","72.4"
"Consumer Price Index","2019 February","Breakfast cereals","Base Dec 2023=100","91.8"
"Consumer Price Index","2019 February","Other cereal products","Base Dec 2023=100","87.1"
"Consumer Price Index","2019 February","Meat","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 February","Beef and veal","Base Dec 2023=100","87.4"
"Consumer Price Index","2019 February","Pork","Base Dec 2023=100","83.7"
"Consumer Price Index","2019 February","Lamb and goat","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 February","Poultry","Base Dec 2023=100","82.4"
"Consumer Price Index","2019 February","Edible offal","Base Dec 2023=100","97.8"
"Consumer Price Index","2019 February","Dried, salted or smoked meat","Base Dec 2023=100","83.7"
"Consumer Price Index","2019 February","Other meat preparations","Base Dec 2023=100","86.1"
"Consumer Price Index","2019 February","Fish","Base Dec 2023=100","88.6"
"Consumer Price Index","2019 February","Fresh or chilled fish","Base Dec 2023=100","84.5"
"Consumer Price Index","2019 February","Frozen fish","Base Dec 2023=100","87.1"
"Consumer Price Index","2019 February","Fresh or chilled seafood","Base Dec 2023=100","109.9"
"Consumer Price Index","2019 February","Dried, smoked or salted fish and seafood","Base Dec 2023=100","89.5"
"Consumer Price Index","2019 February","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","92.7"
"Consumer Price Index","2019 February","Milk, cheese and eggs","Base Dec 2023=100","81.9"
"Consumer Price Index","2019 February","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 February","Fresh low fat milk","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 February","Yoghurt","Base Dec 2023=100","78.5"
"Consumer Price Index","2019 February","Cheese and curd","Base Dec 2023=100","90.8"
"Consumer Price Index","2019 February","Other milk products","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 February","Eggs","Base Dec 2023=100","80.7"
"Consumer Price Index","2019 February","Oils and fats","Base Dec 2023=100","78.6"
"Consumer Price Index","2019 February","Butter","Base Dec 2023=100","80.8"
"Consumer Price Index","2019 February","Margarine and other vegetable fats","Base Dec 2023=100","71.8"
"Consumer Price Index","2019 February","Olive oil","Base Dec 2023=100","79.1"
"Consumer Price Index","2019 February","Other edible oils","Base Dec 2023=100","83.6"
"Consumer Price Index","2019 February","Fruit","Base Dec 2023=100","90.2"
"Consumer Price Index","2019 February","Fresh or chilled fruit","Base Dec 2023=100","89.3"
"Consumer Price Index","2019 February","Dried fruit and nuts","Base Dec 2023=100","97.6"
"Consumer Price Index","2019 February","Preserved fruit and fruit-based products","Base Dec 2023=100","75.3"
"Consumer Price Index","2019 February","Vegetables","Base Dec 2023=100","89.5"
"Consumer Price Index","2019 February","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.2"
"Consumer Price Index","2019 February","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","85.8"
"Consumer Price Index","2019 February","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88.5"
"Consumer Price Index","2019 February","Potatoes","Base Dec 2023=100","95"
"Consumer Price Index","2019 February","Crisps","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 February","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","90.1"
"Consumer Price Index","2019 February","Sugar","Base Dec 2023=100","64.6"
"Consumer Price Index","2019 February","Jams, marmalades and honey","Base Dec 2023=100","99.8"
"Consumer Price Index","2019 February","Chocolate","Base Dec 2023=100","91.1"
"Consumer Price Index","2019 February","Confectionery products","Base Dec 2023=100","82.7"
"Consumer Price Index","2019 February","Edible ices and ice cream","Base Dec 2023=100","100.8"
"Consumer Price Index","2019 February","Artifical sugar substitutes","Base Dec 2023=100","90.7"
"Consumer Price Index","2019 February","Food products n.e.c.","Base Dec 2023=100","81.7"
"Consumer Price Index","2019 February","Sauces and condiments","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 February","Salt, spices and culinary herbs","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 February","Baby food","Base Dec 2023=100","79.7"
"Consumer Price Index","2019 February","Ready-made meals","Base Dec 2023=100","80.9"
"Consumer Price Index","2019 February","Other food products n.e.c.","Base Dec 2023=100","78"
"Consumer Price Index","2019 February","Non-alcoholic beverages","Base Dec 2023=100","85.3"
"Consumer Price Index","2019 February","Coffee, tea and cocoa","Base Dec 2023=100","92.2"
"Consumer Price Index","2019 February","Coffee","Base Dec 2023=100","93.2"
"Consumer Price Index","2019 February","Tea","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 February","Cocoa and powdered chocolate","Base Dec 2023=100","97.9"
"Consumer Price Index","2019 February","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 February","Mineral or spring waters","Base Dec 2023=100","90.3"
"Consumer Price Index","2019 February","Soft drinks","Base Dec 2023=100","78.4"
"Consumer Price Index","2019 February","Fruit and vegetable juices","Base Dec 2023=100","82.8"
"Consumer Price Index","2019 March","All items","Base Dec 2023=100","84.2"
"Consumer Price Index","2019 March","Food and non-alcoholic beverages","Base Dec 2023=100","85.7"
"Consumer Price Index","2019 March","Food","Base Dec 2023=100","85.6"
"Consumer Price Index","2019 March","Bread and cereals","Base Dec 2023=100","83.4"
"Consumer Price Index","2019 March","Rice","Base Dec 2023=100","88.9"
"Consumer Price Index","2019 March","Flours and other cereals","Base Dec 2023=100","85.2"
"Consumer Price Index","2019 March","Bread","Base Dec 2023=100","79.4"
"Consumer Price Index","2019 March","Other bakery products","Base Dec 2023=100","83.9"
"Consumer Price Index","2019 March","Pizza and quiche","Base Dec 2023=100","87.2"
"Consumer Price Index","2019 March","Pasta products and couscous","Base Dec 2023=100","76.2"
"Consumer Price Index","2019 March","Breakfast cereals","Base Dec 2023=100","91.2"
"Consumer Price Index","2019 March","Other cereal products","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 March","Meat","Base Dec 2023=100","84.5"
"Consumer Price Index","2019 March","Beef and veal","Base Dec 2023=100","90.6"
"Consumer Price Index","2019 March","Pork","Base Dec 2023=100","85.3"
"Consumer Price Index","2019 March","Lamb and goat","Base Dec 2023=100","77"
"Consumer Price Index","2019 March","Poultry","Base Dec 2023=100","81.9"
"Consumer Price Index","2019 March","Edible offal","Base Dec 2023=100","97.7"
"Consumer Price Index","2019 March","Dried, salted or smoked meat","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 March","Other meat preparations","Base Dec 2023=100","85.7"
"Consumer Price Index","2019 March","Fish","Base Dec 2023=100","87.4"
"Consumer Price Index","2019 March","Fresh or chilled fish","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 March","Frozen fish","Base Dec 2023=100","86.9"
"Consumer Price Index","2019 March","Fresh or chilled seafood","Base Dec 2023=100","111.1"
"Consumer Price Index","2019 March","Dried, smoked or salted fish and seafood","Base Dec 2023=100","90.3"
"Consumer Price Index","2019 March","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","91.3"
"Consumer Price Index","2019 March","Milk, cheese and eggs","Base Dec 2023=100","81.8"
"Consumer Price Index","2019 March","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 March","Fresh low fat milk","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 March","Yoghurt","Base Dec 2023=100","79.8"
"Consumer Price Index","2019 March","Cheese and curd","Base Dec 2023=100","89"
"Consumer Price Index","2019 March","Other milk products","Base Dec 2023=100","83.5"
"Consumer Price Index","2019 March","Eggs","Base Dec 2023=100","80.5"
"Consumer Price Index","2019 March","Oils and fats","Base Dec 2023=100","78.7"
"Consumer Price Index","2019 March","Butter","Base Dec 2023=100","80"
"Consumer Price Index","2019 March","Margarine and other vegetable fats","Base Dec 2023=100","73.5"
"Consumer Price Index","2019 March","Olive oil","Base Dec 2023=100","78.8"
"Consumer Price Index","2019 March","Other edible oils","Base Dec 2023=100","84.2"
"Consumer Price Index","2019 March","Fruit","Base Dec 2023=100","89.9"
"Consumer Price Index","2019 March","Fresh or chilled fruit","Base Dec 2023=100","89.6"
"Consumer Price Index","2019 March","Dried fruit and nuts","Base Dec 2023=100","93.5"
"Consumer Price Index","2019 March","Preserved fruit and fruit-based products","Base Dec 2023=100","75.5"
"Consumer Price Index","2019 March","Vegetables","Base Dec 2023=100","89.3"
"Consumer Price Index","2019 March","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.7"
"Consumer Price Index","2019 March","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","86.2"
"Consumer Price Index","2019 March","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88.9"
"Consumer Price Index","2019 March","Potatoes","Base Dec 2023=100","94.3"
"Consumer Price Index","2019 March","Crisps","Base Dec 2023=100","85"
"Consumer Price Index","2019 March","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","91.8"
"Consumer Price Index","2019 March","Sugar","Base Dec 2023=100","64.4"
"Consumer Price Index","2019 March","Jams, marmalades and honey","Base Dec 2023=100","100.5"
"Consumer Price Index","2019 March","Chocolate","Base Dec 2023=100","94.5"
"Consumer Price Index","2019 March","Confectionery products","Base Dec 2023=100","82.5"
"Consumer Price Index","2019 March","Edible ices and ice cream","Base Dec 2023=100","101.6"
"Consumer Price Index","2019 March","Artifical sugar substitutes","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 March","Food products n.e.c.","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 March","Sauces and condiments","Base Dec 2023=100","83.7"
"Consumer Price Index","2019 March","Salt, spices and culinary herbs","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 March","Baby food","Base Dec 2023=100","81.3"
"Consumer Price Index","2019 March","Ready-made meals","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 March","Other food products n.e.c.","Base Dec 2023=100","78.1"
"Consumer Price Index","2019 March","Non-alcoholic beverages","Base Dec 2023=100","86.3"
"Consumer Price Index","2019 March","Coffee, tea and cocoa","Base Dec 2023=100","92.5"
"Consumer Price Index","2019 March","Coffee","Base Dec 2023=100","92.9"
"Consumer Price Index","2019 March","Tea","Base Dec 2023=100","92.4"
"Consumer Price Index","2019 March","Cocoa and powdered chocolate","Base Dec 2023=100","91"
"Consumer Price Index","2019 March","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","83.8"
"Consumer Price Index","2019 March","Mineral or spring waters","Base Dec 2023=100","89.1"
"Consumer Price Index","2019 March","Soft drinks","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 March","Fruit and vegetable juices","Base Dec 2023=100","83.2"
"Consumer Price Index","2019 April","All items","Base Dec 2023=100","84.5"
"Consumer Price Index","2019 April","Food and non-alcoholic beverages","Base Dec 2023=100","85.7"
"Consumer Price Index","2019 April","Food","Base Dec 2023=100","85.7"
"Consumer Price Index","2019 April","Bread and cereals","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 April","Rice","Base Dec 2023=100","88.6"
"Consumer Price Index","2019 April","Flours and other cereals","Base Dec 2023=100","80.9"
"Consumer Price Index","2019 April","Bread","Base Dec 2023=100","79.9"
"Consumer Price Index","2019 April","Other bakery products","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 April","Pizza and quiche","Base Dec 2023=100","90"
"Consumer Price Index","2019 April","Pasta products and couscous","Base Dec 2023=100","74.9"
"Consumer Price Index","2019 April","Breakfast cereals","Base Dec 2023=100","92.7"
"Consumer Price Index","2019 April","Other cereal products","Base Dec 2023=100","83.5"
"Consumer Price Index","2019 April","Meat","Base Dec 2023=100","85"
"Consumer Price Index","2019 April","Beef and veal","Base Dec 2023=100","90.2"
"Consumer Price Index","2019 April","Pork","Base Dec 2023=100","89.3"
"Consumer Price Index","2019 April","Lamb and goat","Base Dec 2023=100","79.8"
"Consumer Price Index","2019 April","Poultry","Base Dec 2023=100","81.4"
"Consumer Price Index","2019 April","Edible offal","Base Dec 2023=100","98"
"Consumer Price Index","2019 April","Dried, salted or smoked meat","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 April","Other meat preparations","Base Dec 2023=100","86.8"
"Consumer Price Index","2019 April","Fish","Base Dec 2023=100","88"
"Consumer Price Index","2019 April","Fresh or chilled fish","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 April","Frozen fish","Base Dec 2023=100","87.6"
"Consumer Price Index","2019 April","Fresh or chilled seafood","Base Dec 2023=100","110.8"
"Consumer Price Index","2019 April","Dried, smoked or salted fish and seafood","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 April","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","92.6"
"Consumer Price Index","2019 April","Milk, cheese and eggs","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 April","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 April","Fresh low fat milk","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 April","Yoghurt","Base Dec 2023=100","78.2"
"Consumer Price Index","2019 April","Cheese and curd","Base Dec 2023=100","89.5"
"Consumer Price Index","2019 April","Other milk products","Base Dec 2023=100","83"
"Consumer Price Index","2019 April","Eggs","Base Dec 2023=100","80.2"
"Consumer Price Index","2019 April","Oils and fats","Base Dec 2023=100","78.2"
"Consumer Price Index","2019 April","Butter","Base Dec 2023=100","80.5"
"Consumer Price Index","2019 April","Margarine and other vegetable fats","Base Dec 2023=100","72.5"
"Consumer Price Index","2019 April","Olive oil","Base Dec 2023=100","76.9"
"Consumer Price Index","2019 April","Other edible oils","Base Dec 2023=100","82.1"
"Consumer Price Index","2019 April","Fruit","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 April","Fresh or chilled fruit","Base Dec 2023=100","90"
"Consumer Price Index","2019 April","Dried fruit and nuts","Base Dec 2023=100","95.7"
"Consumer Price Index","2019 April","Preserved fruit and fruit-based products","Base Dec 2023=100","73.9"
"Consumer Price Index","2019 April","Vegetables","Base Dec 2023=100","89.7"
"Consumer Price Index","2019 April","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 April","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","86.1"
"Consumer Price Index","2019 April","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","88.2"
"Consumer Price Index","2019 April","Potatoes","Base Dec 2023=100","95.3"
"Consumer Price Index","2019 April","Crisps","Base Dec 2023=100","86.1"
"Consumer Price Index","2019 April","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","90.8"
"Consumer Price Index","2019 April","Sugar","Base Dec 2023=100","64.4"
"Consumer Price Index","2019 April","Jams, marmalades and honey","Base Dec 2023=100","100.2"
"Consumer Price Index","2019 April","Chocolate","Base Dec 2023=100","91.6"
"Consumer Price Index","2019 April","Confectionery products","Base Dec 2023=100","84.1"
"Consumer Price Index","2019 April","Edible ices and ice cream","Base Dec 2023=100","101.2"
"Consumer Price Index","2019 April","Artifical sugar substitutes","Base Dec 2023=100","93.7"
"Consumer Price Index","2019 April","Food products n.e.c.","Base Dec 2023=100","82.2"
"Consumer Price Index","2019 April","Sauces and condiments","Base Dec 2023=100","83.7"
"Consumer Price Index","2019 April","Salt, spices and culinary herbs","Base Dec 2023=100","86.4"
"Consumer Price Index","2019 April","Baby food","Base Dec 2023=100","80.2"
"Consumer Price Index","2019 April","Ready-made meals","Base Dec 2023=100","82"
"Consumer Price Index","2019 April","Other food products n.e.c.","Base Dec 2023=100","78.5"
"Consumer Price Index","2019 April","Non-alcoholic beverages","Base Dec 2023=100","85.3"
"Consumer Price Index","2019 April","Coffee, tea and cocoa","Base Dec 2023=100","90"
"Consumer Price Index","2019 April","Coffee","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 April","Tea","Base Dec 2023=100","90.4"
"Consumer Price Index","2019 April","Cocoa and powdered chocolate","Base Dec 2023=100","101.5"
"Consumer Price Index","2019 April","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","83.2"
"Consumer Price Index","2019 April","Mineral or spring waters","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 April","Soft drinks","Base Dec 2023=100","80.2"
"Consumer Price Index","2019 April","Fruit and vegetable juices","Base Dec 2023=100","82.4"
"Consumer Price Index","2019 May","All items","Base Dec 2023=100","84.4"
"Consumer Price Index","2019 May","Food and non-alcoholic beverages","Base Dec 2023=100","85.9"
"Consumer Price Index","2019 May","Food","Base Dec 2023=100","85.9"
"Consumer Price Index","2019 May","Bread and cereals","Base Dec 2023=100","83.6"
"Consumer Price Index","2019 May","Rice","Base Dec 2023=100","89.1"
"Consumer Price Index","2019 May","Flours and other cereals","Base Dec 2023=100","85.1"
"Consumer Price Index","2019 May","Bread","Base Dec 2023=100","80.1"
"Consumer Price Index","2019 May","Other bakery products","Base Dec 2023=100","83.7"
"Consumer Price Index","2019 May","Pizza and quiche","Base Dec 2023=100","87"
"Consumer Price Index","2019 May","Pasta products and couscous","Base Dec 2023=100","71.8"
"Consumer Price Index","2019 May","Breakfast cereals","Base Dec 2023=100","93.3"
"Consumer Price Index","2019 May","Other cereal products","Base Dec 2023=100","90.5"
"Consumer Price Index","2019 May","Meat","Base Dec 2023=100","85.4"
"Consumer Price Index","2019 May","Beef and veal","Base Dec 2023=100","93.9"
"Consumer Price Index","2019 May","Pork","Base Dec 2023=100","87.3"
"Consumer Price Index","2019 May","Lamb and goat","Base Dec 2023=100","79.2"
"Consumer Price Index","2019 May","Poultry","Base Dec 2023=100","82"
"Consumer Price Index","2019 May","Edible offal","Base Dec 2023=100","98.1"
"Consumer Price Index","2019 May","Dried, salted or smoked meat","Base Dec 2023=100","83.8"
"Consumer Price Index","2019 May","Other meat preparations","Base Dec 2023=100","86"
"Consumer Price Index","2019 May","Fish","Base Dec 2023=100","88.7"
"Consumer Price Index","2019 May","Fresh or chilled fish","Base Dec 2023=100","84.3"
"Consumer Price Index","2019 May","Frozen fish","Base Dec 2023=100","87"
"Consumer Price Index","2019 May","Fresh or chilled seafood","Base Dec 2023=100","107.2"
"Consumer Price Index","2019 May","Dried, smoked or salted fish and seafood","Base Dec 2023=100","91.6"
"Consumer Price Index","2019 May","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","92.8"
"Consumer Price Index","2019 May","Milk, cheese and eggs","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 May","Fresh whole milk","Base Dec 2023=100","77.4"
"Consumer Price Index","2019 May","Fresh low fat milk","Base Dec 2023=100","82.7"
"Consumer Price Index","2019 May","Yoghurt","Base Dec 2023=100","78.1"
"Consumer Price Index","2019 May","Cheese and curd","Base Dec 2023=100","89.4"
"Consumer Price Index","2019 May","Other milk products","Base Dec 2023=100","83.6"
"Consumer Price Index","2019 May","Eggs","Base Dec 2023=100","80.5"
"Consumer Price Index","2019 May","Oils and fats","Base Dec 2023=100","79"
"Consumer Price Index","2019 May","Butter","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 May","Margarine and other vegetable fats","Base Dec 2023=100","73"
"Consumer Price Index","2019 May","Olive oil","Base Dec 2023=100","77.1"
"Consumer Price Index","2019 May","Other edible oils","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 May","Fruit","Base Dec 2023=100","90.6"
"Consumer Price Index","2019 May","Fresh or chilled fruit","Base Dec 2023=100","89.8"
"Consumer Price Index","2019 May","Dried fruit and nuts","Base Dec 2023=100","97.4"
"Consumer Price Index","2019 May","Preserved fruit and fruit-based products","Base Dec 2023=100","75.1"
"Consumer Price Index","2019 May","Vegetables","Base Dec 2023=100","90.1"
"Consumer Price Index","2019 May","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","89.6"
"Consumer Price Index","2019 May","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","87"
"Consumer Price Index","2019 May","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","87.5"
"Consumer Price Index","2019 May","Potatoes","Base Dec 2023=100","96"
"Consumer Price Index","2019 May","Crisps","Base Dec 2023=100","86.7"
"Consumer Price Index","2019 May","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","88.8"
"Consumer Price Index","2019 May","Sugar","Base Dec 2023=100","64.4"
"Consumer Price Index","2019 May","Jams, marmalades and honey","Base Dec 2023=100","100.2"
"Consumer Price Index","2019 May","Chocolate","Base Dec 2023=100","89.5"
"Consumer Price Index","2019 May","Confectionery products","Base Dec 2023=100","81.2"
"Consumer Price Index","2019 May","Edible ices and ice cream","Base Dec 2023=100","99"
"Consumer Price Index","2019 May","Artifical sugar substitutes","Base Dec 2023=100","88.3"
"Consumer Price Index","2019 May","Food products n.e.c.","Base Dec 2023=100","81.8"
"Consumer Price Index","2019 May","Sauces and condiments","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 May","Salt, spices and culinary herbs","Base Dec 2023=100","86.5"
"Consumer Price Index","2019 May","Baby food","Base Dec 2023=100","81.1"
"Consumer Price Index","2019 May","Ready-made meals","Base Dec 2023=100","81.6"
"Consumer Price Index","2019 May","Other food products n.e.c.","Base Dec 2023=100","78.1"
"Consumer Price Index","2019 May","Non-alcoholic beverages","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 May","Coffee, tea and cocoa","Base Dec 2023=100","92.3"
"Consumer Price Index","2019 May","Coffee","Base Dec 2023=100","91.7"
"Consumer Price Index","2019 May","Tea","Base Dec 2023=100","92.5"
"Consumer Price Index","2019 May","Cocoa and powdered chocolate","Base Dec 2023=100","100.4"
"Consumer Price Index","2019 May","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","82.9"
"Consumer Price Index","2019 May","Mineral or spring waters","Base Dec 2023=100","86.7"
"Consumer Price Index","2019 May","Soft drinks","Base Dec 2023=100","81"
"Consumer Price Index","2019 May","Fruit and vegetable juices","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 June","All items","Base Dec 2023=100","84.6"
"Consumer Price Index","2019 June","Food and non-alcoholic beverages","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 June","Food","Base Dec 2023=100","85.5"
"Consumer Price Index","2019 June","Bread and cereals","Base Dec 2023=100","83.3"
"Consumer Price Index","2019 June","Rice","Base Dec 2023=100","87.6"
"Consumer Price Index","2019 June","Flours and other cereals","Base Dec 2023=100","84.9"
"Consumer Price Index","2019 June","Bread","Base Dec 2023=100","80.1"
"Consumer Price Index","2019 June","Other bakery products","Base Dec 2023=100","83.1"
"Consumer Price Index","2019 June","Pizza and quiche","Base Dec 2023=100","87.1"
"Consumer Price Index","2019 June","Pasta products and couscous","Base Dec 2023=100","75"
"Consumer Price Index","2019 June","Breakfast cereals","Base Dec 2023=100","93.2"
"Consumer Price Index","2019 June","Other cereal products","Base Dec 2023=100","86.1"
"Consumer Price Index","2019 June","Meat","Base Dec 2023=100","85"
"Consumer Price Index","2019 June","Beef and veal","Base Dec 2023=100","89.2"
"Consumer Price Index","2019 June","Pork","Base Dec 2023=100","89.3"
"Consumer Price Index","2019 June","Lamb and goat","Base Dec 2023=100","81.1"
"Consumer Price Index","2019 June","Poultry","Base Dec 2023=100","81.3"
"Consumer Price Index","2019 June","Edible offal","Base Dec 2023=100","98.2"
"Consumer Price Index","2019 June","Dried, salted or smoked meat","Base Dec 2023=100","83.8"
"Consumer Price Index","2019 June","Other meat preparations","Base Dec 2023=100","86.8"
"Consumer Price Index","2019 June","Fish","Base Dec 2023=100","88.1"
"Consumer Price Index","2019 June","Fresh or chilled fish","Base Dec 2023=100","84.2"
"Consumer Price Index","2019 June","Frozen fish","Base Dec 2023=100","85.9"
"Consumer Price Index","2019 June","Fresh or chilled seafood","Base Dec 2023=100","108.6"
"Consumer Price Index","2019 June","Dried, smoked or salted fish and seafood","Base Dec 2023=100","91.5"
"Consumer Price Index","2019 June","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","91.1"
"Consumer Price Index","2019 June","Milk, cheese and eggs","Base Dec 2023=100","81.5"
"Consumer Price Index","2019 June","Fresh whole milk","Base Dec 2023=100","77.5"
"Consumer Price Index","2019 June","Fresh low fat milk","Base Dec 2023=100","82.6"
"Consumer Price Index","2019 June","Yoghurt","Base Dec 2023=100","79"
"Consumer Price Index","2019 June","Cheese and curd","Base Dec 2023=100","89"
"Consumer Price Index","2019 June","Other milk products","Base Dec 2023=100","82.9"
